zip_code,locality_fr,locality_nl,locality
7941,Brugelette,Brugelette,Brugelette
7941,Attre,Brugelette,Attre
7941,Attre,Brugelette,Brugelette
7942,Mévergnies-lez-Lens,Brugelette,Mévergnies-lez-Lens
7942,Mévergnies-lez-Lens,Brugelette,Brugelette
7942,Brugelette,Brugelette,Brugelette
7943,Brugelette,Brugelette,Brugelette
7943,Gages,Brugelette,Gages
7943,Gages,Brugelette,Brugelette
7950,Chièvres,Chièvres,Chièvres
7951,Chièvres,Chièvres,Chièvres
7951,Tongre-Notre-Dame,Chièvres,Tongre-Notre-Dame
7951,Tongre-Notre-Dame,Chièvres,Chièvres
7970,Belœil,Belœil,Belœil
7971,Wadelincourt,Belœil,Belœil
7971,Wadelincourt,Belœil,Wadelincourt
7971,Belœil,Belœil,Belœil
7972,Belœil,Belœil,Belœil
7972,Ellignies-Sainte-Anne,Belœil,Belœil
7972,Ellignies-Sainte-Anne,Belœil,Ellignies-Sainte-Anne
7973,Belœil,Belœil,Belœil
7973,Stambruges,Belœil,Belœil
7973,Stambruges,Belœil,Stambruges
8000,Brugge,Brugge,Brugge
8020,Oostkamp,Waardamme,Waardamme
8020,Oostkamp,Waardamme,Oostkamp
8020,Oostkamp,Oostkamp,Oostkamp
8200,Brugge,Sint-Andries,Sint-Andries
8200,Brugge,Sint-Andries,Brugge
8200,Brugge,Brugge,Brugge
8210,Zedelgem,Zedelgem,Zedelgem
8211,Zedelgem,Aartrijke,Aartrijke
8211,Zedelgem,Aartrijke,Zedelgem
8211,Zedelgem,Zedelgem,Zedelgem
8300,Knokke-Heist,Knokke-Heist,Knokke-Heist
8300,Knokke-Heist,Knokke,Knokke-Heist
8300,Knokke-Heist,Knokke,Knokke
8301,Knokke-Heist,Knokke-Heist,Knokke-Heist
8301,Knokke-Heist,Ramskapelle,Ramskapelle
8301,Knokke-Heist,Ramskapelle,Knokke-Heist
8310,Brugge,Sint-Kruis,Brugge
8310,Brugge,Sint-Kruis,Sint-Kruis
8310,Brugge,Brugge,Brugge
8340,Damme,Damme,Damme
8340,Damme,Moerkerke,Moerkerke
8340,Damme,Moerkerke,Damme
8370,Blankenberge,Uitkerke,Uitkerke
8370,Blankenberge,Uitkerke,Blankenberge
8370,Blankenberge,Blankenberge,Blankenberge
8377,Zuienkerke,Houtave,Houtave
8377,Zuienkerke,Houtave,Zuienkerke
8377,Zuienkerke,Zuienkerke,Zuienkerke
8380,Brugge,Brugge,Brugge
8380,Brugge,Lissewege,Lissewege
8380,Brugge,Lissewege,Brugge
8400,Oostende,Stene,Oostende
8400,Oostende,Stene,Stene
8400,Oostende,Oostende,Oostende
8420,De Haan,Klemskerke,Klemskerke
8420,De Haan,Klemskerke,De Haan
8420,De Haan,De Haan,De Haan
8420,De Haan,Wenduine,De Haan
8420,De Haan,Wenduine,Wenduine
8421,De Haan,Vlissegem,De Haan
8421,De Haan,Vlissegem,Vlissegem
8421,De Haan,De Haan,De Haan
8430,Middelkerke,Wilskerke,Wilskerke
8430,Middelkerke,Wilskerke,Middelkerke
8430,Middelkerke,Middelkerke,Middelkerke
8431,Middelkerke,Middelkerke,Middelkerke
8431,Middelkerke,Wilskerke,Wilskerke
8431,Middelkerke,Wilskerke,Middelkerke
8432,Middelkerke,Middelkerke,Middelkerke
8432,Middelkerke,Leffinge,Leffinge
8432,Middelkerke,Leffinge,Middelkerke
8433,Middelkerke,Slijpe,Slijpe
8433,Middelkerke,Slijpe,Middelkerke
8433,Middelkerke,Middelkerke,Middelkerke
8434,Middelkerke,Westende,Westende
8434,Middelkerke,Westende,Middelkerke
8434,Middelkerke,Middelkerke,Middelkerke
8450,Bredene,Bredene,Bredene
8460,Oudenburg,Oudenburg,Oudenburg
8470,Gistel,Gistel,Gistel
8480,Ichtegem,Eernegem,Eernegem
8480,Ichtegem,Eernegem,Ichtegem
8480,Ichtegem,Ichtegem,Ichtegem
8490,Jabbeke,Jabbeke,Jabbeke
8500,Kortrijk,Kortrijk,Kortrijk
8501,Kortrijk,Kortrijk,Kortrijk
8501,Kortrijk,Heule,Heule
8501,Kortrijk,Heule,Kortrijk
8510,Kortrijk,Kortrijk,Kortrijk
8510,Kortrijk,Bellegem,Kortrijk
8510,Kortrijk,Bellegem,Bellegem
8511,Kortrijk,Aalbeke,Aalbeke
8511,Kortrijk,Aalbeke,Kortrijk
8511,Kortrijk,Kortrijk,Kortrijk
8520,Kuurne,Kuurne,Kuurne
8530,Harelbeke,Harelbeke,Harelbeke
8531,Harelbeke,Harelbeke,Harelbeke
8531,Harelbeke,Hulste,Harelbeke
8531,Harelbeke,Hulste,Hulste
8540,Deerlijk,Deerlijk,Deerlijk
8550,Zwevegem,Zwevegem,Zwevegem
8551,Zwevegem,Zwevegem,Zwevegem
8551,Zwevegem,Heestert,Heestert
8551,Zwevegem,Heestert,Zwevegem
8552,Zwevegem,Zwevegem,Zwevegem
8552,Zwevegem,Moen,Moen
8552,Zwevegem,Moen,Zwevegem
8553,Zwevegem,Zwevegem,Zwevegem
8553,Zwevegem,Otegem,Zwevegem
8553,Zwevegem,Otegem,Otegem
8554,Zwevegem,Sint-Denijs,Sint-Denijs
8554,Zwevegem,Sint-Denijs,Zwevegem
8554,Zwevegem,Zwevegem,Zwevegem
8560,Wevelgem,Moorsele,Moorsele
8560,Wevelgem,Moorsele,Wevelgem
8560,Wevelgem,Wevelgem,Wevelgem
8570,Anzegem,Anzegem,Anzegem
8572,Anzegem,Anzegem,Anzegem
8572,Anzegem,Kaster,Anzegem
8572,Anzegem,Kaster,Kaster
8573,Anzegem,Anzegem,Anzegem
8573,Anzegem,Tiegem,Tiegem
8573,Anzegem,Tiegem,Anzegem
8580,Avelgem,Avelgem,Avelgem
8581,Avelgem,Kerkhove,Kerkhove
8581,Avelgem,Kerkhove,Avelgem
8581,Avelgem,Avelgem,Avelgem
8582,Avelgem,Avelgem,Avelgem
8582,Avelgem,Outrijve,Outrijve
8582,Avelgem,Outrijve,Avelgem
8583,Avelgem,Bossuit,Bossuit
8583,Avelgem,Bossuit,Avelgem
8583,Avelgem,Avelgem,Avelgem
8587,Espierres-Helchin,Helkijn,Helkijn
8587,Espierres-Helchin,Helkijn,Espierres-Helchin
8587,Espierres-Helchin,Spiere-Helkijn,Espierres-Helchin
8587,Espierres-Helchin,Spiere-Helkijn,Spiere-Helkijn
8600,Diksmuide,Beerst,Diksmuide
8600,Diksmuide,Beerst,Beerst
8600,Diksmuide,Diksmuide,Diksmuide
8610,Kortemark,Kortemark,Kortemark
8610,Kortemark,Handzame,Kortemark
8610,Kortemark,Handzame,Handzame
8620,Nieuwpoort,Nieuwpoort,Nieuwpoort
8620,Nieuwpoort,Ramskapelle,Nieuwpoort
8620,Nieuwpoort,Ramskapelle,Ramskapelle
8630,Veurne,Bulskamp,Veurne
8630,Veurne,Bulskamp,Bulskamp
8630,Veurne,Veurne,Veurne
8640,Vleteren,Vleteren,Vleteren
8640,Vleteren,Oostvleteren,Vleteren
8640,Vleteren,Oostvleteren,Oostvleteren
8647,Lo-Reninge,Lo-Reninge,Lo-Reninge
8647,Lo-Reninge,Pollinkhove,Lo-Reninge
8647,Lo-Reninge,Pollinkhove,Pollinkhove
8650,Houthulst,Klerken,Houthulst
8650,Houthulst,Klerken,Klerken
8650,Houthulst,Houthulst,Houthulst
8660,De Panne,De Panne,De Panne
8660,De Panne,Adinkerke,Adinkerke
8660,De Panne,Adinkerke,De Panne
8670,Koksijde,Oostduinkerke,Koksijde
8670,Koksijde,Oostduinkerke,Oostduinkerke
8670,Koksijde,Koksijde,Koksijde
8680,Koekelare,Koekelare,Koekelare
8690,Alveringem,Alveringem,Alveringem
8691,Alveringem,Leisele,Alveringem
8691,Alveringem,Leisele,Leisele
8691,Alveringem,Alveringem,Alveringem
8700,Tielt,Tielt,Tielt
8710,Wielsbeke,Wielsbeke,Wielsbeke
8720,Dentergem,Markegem,Dentergem
8720,Dentergem,Markegem,Markegem
8720,Dentergem,Dentergem,Dentergem
8730,Beernem,Beernem,Beernem
8740,Pittem,Pittem,Pittem
8750,Wingene,Wingene,Wingene
8755,Ruiselede,Ruiselede,Ruiselede
8760,Meulebeke,Meulebeke,Meulebeke
8770,Ingelmunster,Ingelmunster,Ingelmunster
8780,Oostrozebeke,Oostrozebeke,Oostrozebeke
8790,Waregem,Waregem,Waregem
8791,Waregem,Waregem,Waregem
8791,Waregem,Beveren,Waregem
8791,Waregem,Beveren,Beveren
8792,Waregem,Desselgem,Waregem
8792,Waregem,Desselgem,Desselgem
8792,Waregem,Waregem,Waregem
8793,Waregem,Sint-Eloois-Vijve,Waregem
8793,Waregem,Sint-Eloois-Vijve,Sint-Eloois-Vijve
8793,Waregem,Waregem,Waregem
8800,Roeselare,Roeselare,Roeselare
8810,Lichtervelde,Lichtervelde,Lichtervelde
8820,Torhout,Torhout,Torhout
8830,Hooglede,Hooglede,Hooglede
8840,Staden,Staden,Staden
8850,Ardooie,Ardooie,Ardooie
8851,Ardooie,Ardooie,Ardooie
8851,Ardooie,Koolskamp,Ardooie
8851,Ardooie,Koolskamp,Koolskamp
8860,Lendelede,Lendelede,Lendelede
8870,Izegem,Izegem,Izegem
8880,Ledegem,Rollegem-Kapelle,Rollegem-Kapelle
8880,Ledegem,Rollegem-Kapelle,Ledegem
8880,Ledegem,Ledegem,Ledegem
8890,Moorslede,Moorslede,Moorslede
8900,Ieper,Dikkebus,Ieper
8900,Ieper,Dikkebus,Dikkebus
8900,Ieper,Ieper,Ieper
8902,Ieper,Ieper,Ieper
8902,Ieper,Zillebeke,Ieper
8902,Ieper,Zillebeke,Zillebeke
8904,Ieper,Ieper,Ieper
8904,Ieper,Boezinge,Ieper
8904,Ieper,Boezinge,Boezinge
8906,Ieper,Ieper,Ieper
8906,Ieper,Elverdinge,Ieper
8906,Ieper,Elverdinge,Elverdinge
8908,Ieper,Ieper,Ieper
8908,Ieper,Vlamertinge,Ieper
8908,Ieper,Vlamertinge,Vlamertinge
8920,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle
8920,Langemark-Poelkapelle,Langemark,Langemark-Poelkapelle
8920,Langemark-Poelkapelle,Langemark,Langemark
8930,Menen,Menen,Menen
8940,Wervik,Geluwe,Wervik
8940,Wervik,Geluwe,Geluwe
8940,Wervik,Wervik,Wervik
8950,Heuvelland,Heuvelland,Heuvelland
8950,Heuvelland,Nieuwkerke,Heuvelland
8950,Heuvelland,Nieuwkerke,Nieuwkerke
8951,Heuvelland,Dranouter,Dranouter
8951,Heuvelland,Dranouter,Heuvelland
8951,Heuvelland,Heuvelland,Heuvelland
8952,Heuvelland,Heuvelland,Heuvelland
8952,Heuvelland,Wulvergem,Wulvergem
8952,Heuvelland,Wulvergem,Heuvelland
8953,Heuvelland,Heuvelland,Heuvelland
8953,Heuvelland,Wijtschate,Heuvelland
8953,Heuvelland,Wijtschate,Wijtschate
8954,Heuvelland,Heuvelland,Heuvelland
8954,Heuvelland,Westouter,Westouter
8954,Heuvelland,Westouter,Heuvelland
8956,Heuvelland,Heuvelland,Heuvelland
8956,Heuvelland,Kemmel,Kemmel
8956,Heuvelland,Kemmel,Heuvelland
8957,Messines,Mesen,Mesen
8957,Messines,Mesen,Messines
8958,Heuvelland,Loker,Loker
8958,Heuvelland,Loker,Heuvelland
8958,Heuvelland,Heuvelland,Heuvelland
8970,Poperinge,Poperinge,Poperinge
8972,Poperinge,Poperinge,Poperinge
8972,Poperinge,Proven,Proven
8972,Poperinge,Proven,Poperinge
8978,Poperinge,Watou,Watou
8978,Poperinge,Watou,Poperinge
8978,Poperinge,Poperinge,Poperinge
8980,Zonnebeke,Zonnebeke,Zonnebeke
9000,Gent,Gent,Gent
9030,Gent,Mariakerke,Mariakerke
9030,Gent,Mariakerke,Gent
9030,Gent,Gent,Gent
9031,Gent,Drongen,Gent
9031,Gent,Drongen,Drongen
9031,Gent,Gent,Gent
9032,Gent,Wondelgem,Wondelgem
9032,Gent,Wondelgem,Gent
9032,Gent,Gent,Gent
9040,Gent,Gent,Gent
9040,Gent,Sint-Amandsberg,Sint-Amandsberg
9040,Gent,Sint-Amandsberg,Gent
9041,Gent,Oostakker,Gent
9041,Gent,Oostakker,Oostakker
9041,Gent,Gent,Gent
9042,Gent,Gent,Gent
9042,Gent,Sint-Kruis-Winkel,Sint-Kruis-Winkel
9042,Gent,Sint-Kruis-Winkel,Gent
9050,Gent,Gentbrugge,Gent
9050,Gent,Gentbrugge,Gentbrugge
9050,Gent,Gent,Gent
9051,Gent,Gent,Gent
9051,Gent,Sint-Denijs-Westrem,Sint-Denijs-Westrem
9051,Gent,Sint-Denijs-Westrem,Gent
9052,Gent,Zwijnaarde,Gent
9052,Gent,Zwijnaarde,Zwijnaarde
9052,Gent,Gent,Gent
9060,Zelzate,Zelzate,Zelzate
9070,Destelbergen,Destelbergen,Destelbergen
9070,Destelbergen,Heusden,Heusden
9070,Destelbergen,Heusden,Destelbergen
9075,Gent,Wondelgem,Wondelgem
9075,Gent,Wondelgem,Gent
9075,Gent,Gent,Gent
9080,Lochristi,Lochristi,Lochristi
9090,Melle,Melle,Melle
9099,Gent,Wondelgem,Wondelgem
9099,Gent,Wondelgem,Gent
9099,Gent,Gent,Gent
9100,Sint-Niklaas,Sint-Niklaas,Sint-Niklaas
9111,Sint-Niklaas,Belsele,Belsele
9111,Sint-Niklaas,Belsele,Sint-Niklaas
9111,Sint-Niklaas,Sint-Niklaas,Sint-Niklaas
9112,Sint-Niklaas,Sinaai,Sint-Niklaas
9112,Sint-Niklaas,Sinaai,Sinaai
9112,Sint-Niklaas,Sint-Niklaas,Sint-Niklaas
9120,Beveren,Beveren,Beveren
9130,Beveren,Beveren,Beveren
9130,Beveren,Kieldrecht,Beveren
9130,Beveren,Kieldrecht,Kieldrecht
9140,Temse,Temse,Temse
9150,Kruibeke,Kruibeke,Kruibeke
9150,Kruibeke,Bazel,Kruibeke
9150,Kruibeke,Bazel,Bazel
9160,Lokeren,Lokeren,Lokeren
9170,Sint-Gillis-Waas,Sint-Gillis-Waas,Sint-Gillis-Waas
9180,Moerbeke,Moerbeke,Moerbeke
9185,Wachtebeke,Wachtebeke,Wachtebeke
9190,Stekene,Stekene,Stekene
9200,Dendermonde,Dendermonde,Dendermonde
9220,Hamme,Hamme,Hamme
9230,Wetteren,Wetteren,Wetteren
9240,Zele,Zele,Zele
9250,Waasmunster,Waasmunster,Waasmunster
9255,Buggenhout,Buggenhout,Buggenhout
9260,Wichelen,Schellebelle,Schellebelle
9260,Wichelen,Schellebelle,Wichelen
9260,Wichelen,Wichelen,Wichelen
9270,Laarne,Laarne,Laarne
9280,Lebbeke,Lebbeke,Lebbeke
9290,Berlare,Berlare,Berlare
9290,Berlare,Uitbergen,Uitbergen
9290,Berlare,Uitbergen,Berlare
9300,Aalst,Aalst,Aalst
9308,Aalst,Hofstade,Hofstade
9308,Aalst,Hofstade,Aalst
9308,Aalst,Aalst,Aalst
9310,Aalst,Moorsel,Moorsel
9310,Aalst,Moorsel,Aalst
9310,Aalst,Aalst,Aalst
9320,Aalst,Erembodegem,Erembodegem
9320,Aalst,Erembodegem,Aalst
9320,Aalst,Aalst,Aalst
9340,Lede,Impe,Lede
9340,Lede,Impe,Impe
9340,Lede,Lede,Lede
9400,Ninove,Nederhasselt,Nederhasselt
9400,Ninove,Nederhasselt,Ninove
9400,Ninove,Denderwindeke,Denderwindeke
9400,Ninove,Denderwindeke,Ninove
9400,Ninove,Ninove,Ninove
9401,Ninove,Ninove,Ninove
9401,Ninove,Pollare,Pollare
9401,Ninove,Pollare,Ninove
9402,Ninove,Meerbeke,Meerbeke
9402,Ninove,Meerbeke,Ninove
9402,Ninove,Ninove,Ninove
9403,Ninove,Ninove,Ninove
9403,Ninove,Neigem,Neigem
9403,Ninove,Neigem,Ninove
9404,Ninove,Ninove,Ninove
9404,Ninove,Aspelare,Ninove
9404,Ninove,Aspelare,Aspelare
9406,Ninove,Ninove,Ninove
9406,Ninove,Outer,Ninove
9406,Ninove,Outer,Outer
9420,Erpe-Mere,Mere,Mere
9420,Erpe-Mere,Mere,Erpe-Mere
9420,Erpe-Mere,Erpe-Mere,Erpe-Mere
9450,Haaltert,Haaltert,Haaltert
9450,Haaltert,Denderhoutem,Denderhoutem
9450,Haaltert,Denderhoutem,Haaltert
9451,Haaltert,Haaltert,Haaltert
9451,Haaltert,Kerksken,Kerksken
9451,Haaltert,Kerksken,Haaltert
9470,Denderleeuw,Denderleeuw,Denderleeuw
9472,Denderleeuw,Denderleeuw,Denderleeuw
9472,Denderleeuw,Iddergem,Denderleeuw
9472,Denderleeuw,Iddergem,Iddergem
9473,Denderleeuw,Denderleeuw,Denderleeuw
9473,Denderleeuw,Welle,Denderleeuw
9473,Denderleeuw,Welle,Welle
9500,Geraardsbergen,Overboelare,Geraardsbergen
9500,Geraardsbergen,Overboelare,Overboelare
9500,Geraardsbergen,Geraardsbergen,Geraardsbergen
9500,Geraardsbergen,Ophasselt,Geraardsbergen
9500,Geraardsbergen,Ophasselt,Ophasselt
9506,Geraardsbergen,Grimminge,Geraardsbergen
9506,Geraardsbergen,Grimminge,Grimminge
9506,Geraardsbergen,Geraardsbergen,Geraardsbergen
9520,Sint-Lievens-Houtem,Vlierzele,Vlierzele
9520,Sint-Lievens-Houtem,Vlierzele,Sint-Lievens-Houtem
9520,Sint-Lievens-Houtem,Sint-Lievens-Houtem,Sint-Lievens-Houtem
9521,Sint-Lievens-Houtem,Letterhoutem,Letterhoutem
9521,Sint-Lievens-Houtem,Letterhoutem,Sint-Lievens-Houtem
9521,Sint-Lievens-Houtem,Sint-Lievens-Houtem,Sint-Lievens-Houtem
9550,Herzele,Herzele,Herzele
9550,Herzele,Sint-Lievens-Esse,Sint-Lievens-Esse
9550,Herzele,Sint-Lievens-Esse,Herzele
9551,Herzele,Ressegem,Ressegem
9551,Herzele,Ressegem,Herzele
9551,Herzele,Herzele,Herzele
9552,Herzele,Borsbeke,Herzele
9552,Herzele,Borsbeke,Borsbeke
9552,Herzele,Herzele,Herzele
9570,Lierde,Lierde,Lierde
9570,Lierde,Sint-Maria-Lierde,Lierde
9570,Lierde,Sint-Maria-Lierde,Sint-Maria-Lierde
9570,Lierde,Deftinge,Lierde
9570,Lierde,Deftinge,Deftinge
9571,Lierde,Lierde,Lierde
9571,Lierde,Hemelveerdegem,Hemelveerdegem
9571,Lierde,Hemelveerdegem,Lierde
9572,Lierde,Lierde,Lierde
9572,Lierde,Sint-Martens-Lierde,Lierde
9572,Lierde,Sint-Martens-Lierde,Sint-Martens-Lierde
9600,Renaix,Ronse,Ronse
9600,Renaix,Ronse,Renaix
9620,Zottegem,Zottegem,Zottegem
9620,Zottegem,Strijpen,Zottegem
9620,Zottegem,Strijpen,Strijpen
9630,Zwalm,Munkzwalm,Munkzwalm
9630,Zwalm,Munkzwalm,Zwalm
9630,Zwalm,Zwalm,Zwalm
9636,Zwalm,Nederzwalm-Hermelgem,Nederzwalm-Hermelgem
9636,Zwalm,Nederzwalm-Hermelgem,Zwalm
9636,Zwalm,Zwalm,Zwalm
9660,Brakel,Nederbrakel,Brakel
9660,Brakel,Nederbrakel,Nederbrakel
9660,Brakel,Brakel,Brakel
9661,Brakel,Brakel,Brakel
9661,Brakel,Parike,Brakel
9661,Brakel,Parike,Parike
9667,Horebeke,Horebeke,Horebeke
9667,Horebeke,Sint-Kornelis-Horebeke,Horebeke
9667,Horebeke,Sint-Kornelis-Horebeke,Sint-Kornelis-Horebeke
9680,Maarkedal,Etikhove,Maarkedal
9680,Maarkedal,Etikhove,Etikhove
9680,Maarkedal,Maarkedal,Maarkedal
9681,Maarkedal,Nukerke,Maarkedal
9681,Maarkedal,Nukerke,Nukerke
9681,Maarkedal,Maarkedal,Maarkedal
9688,Maarkedal,Schorisse,Maarkedal
9688,Maarkedal,Schorisse,Schorisse
9688,Maarkedal,Maarkedal,Maarkedal
9690,Kluisbergen,Kluisbergen,Kluisbergen
9690,Kluisbergen,Kwaremont,Kwaremont
9690,Kluisbergen,Kwaremont,Kluisbergen
9700,Oudenaarde,Oudenaarde,Oudenaarde
9750,Kruisem,Huise,Huise
9750,Kruisem,Huise,Kruisem
9750,Kruisem,Kruisem,Kruisem
9770,Kruisem,Kruishoutem,Kruishoutem
9770,Kruisem,Kruishoutem,Kruisem
9770,Kruisem,Kruisem,Kruisem
9771,Kruisem,Nokere,Nokere
9771,Kruisem,Nokere,Kruisem
9771,Kruisem,Kruisem,Kruisem
9772,Kruisem,Kruisem,Kruisem
9772,Kruisem,Wannegem-Lede,Wannegem-Lede
9772,Kruisem,Wannegem-Lede,Kruisem
9790,Wortegem-Petegem,Wortegem,Wortegem
9790,Wortegem-Petegem,Wortegem,Wortegem-Petegem
9790,Wortegem-Petegem,Wortegem-Petegem,Wortegem-Petegem
9800,Deinze,Deinze,Deinze
9810,Nazareth,Nazareth,Nazareth
9820,Merelbeke,Merelbeke,Merelbeke
9830,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem
9831,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem
9831,Sint-Martens-Latem,Deurle,Sint-Martens-Latem
9831,Sint-Martens-Latem,Deurle,Deurle
9840,De Pinte,De Pinte,De Pinte
9840,De Pinte,Zevergem,Zevergem
9840,De Pinte,Zevergem,De Pinte
9850,Deinze,Deinze,Deinze
9850,Deinze,Nevele,Deinze
9850,Deinze,Nevele,Nevele
9860,Oosterzele,Scheldewindeke,Scheldewindeke
9860,Oosterzele,Scheldewindeke,Oosterzele
9860,Oosterzele,Oosterzele,Oosterzele
9870,Zulte,Olsene,Olsene
9870,Zulte,Olsene,Zulte
9870,Zulte,Zulte,Zulte
9880,Aalter,Aalter,Aalter
9881,Aalter,Bellem,Aalter
9881,Aalter,Bellem,Bellem
9881,Aalter,Aalter,Aalter
9890,Gavere,Gavere,Gavere
9890,Gavere,Dikkelvenne,Gavere
9890,Gavere,Dikkelvenne,Dikkelvenne
9900,Eeklo,Eeklo,Eeklo
9910,Aalter,Aalter,Aalter
9910,Aalter,Ursel,Aalter
9910,Aalter,Ursel,Ursel
9920,Lievegem,Lovendegem,Lovendegem
9920,Lievegem,Lovendegem,Lievegem
9920,Lievegem,Lievegem,Lievegem
9921,Lievegem,Lievegem,Lievegem
9921,Lievegem,Vinderhoute,Vinderhoute
9921,Lievegem,Vinderhoute,Lievegem
9930,Lievegem,Zomergem,Zomergem
9930,Lievegem,Zomergem,Lievegem
9930,Lievegem,Lievegem,Lievegem
9931,Lievegem,Lievegem,Lievegem
9931,Lievegem,Oostwinkel,Oostwinkel
9931,Lievegem,Oostwinkel,Lievegem
9932,Lievegem,Ronsele,Ronsele
9932,Lievegem,Ronsele,Lievegem
9932,Lievegem,Lievegem,Lievegem
9940,Evergem,Evergem,Evergem
9950,Lievegem,Lievegem,Lievegem
9950,Lievegem,Waarschoot,Waarschoot
9950,Lievegem,Waarschoot,Lievegem
9960,Assenede,Assenede,Assenede
9961,Assenede,Assenede,Assenede
9961,Assenede,Boekhoute,Boekhoute
9961,Assenede,Boekhoute,Assenede
9968,Assenede,Bassevelde,Assenede
9968,Assenede,Bassevelde,Bassevelde
9968,Assenede,Assenede,Assenede
9970,Kaprijke,Kaprijke,Kaprijke
9971,Kaprijke,Lembeke,Kaprijke
9971,Kaprijke,Lembeke,Lembeke
9971,Kaprijke,Kaprijke,Kaprijke
9980,Sint-Laureins,Sint-Laureins,Sint-Laureins
9981,Sint-Laureins,Sint-Margriete,Sint-Margriete
9981,Sint-Laureins,Sint-Margriete,Sint-Laureins
9981,Sint-Laureins,Sint-Laureins,Sint-Laureins
9982,Sint-Laureins,Sint-Jan-in-Eremo,Sint-Jan-in-Eremo
9982,Sint-Laureins,Sint-Jan-in-Eremo,Sint-Laureins
9982,Sint-Laureins,Sint-Laureins,Sint-Laureins
9988,Sint-Laureins,Sint-Laureins,Sint-Laureins
9988,Sint-Laureins,Watervliet,Watervliet
9988,Sint-Laureins,Watervliet,Sint-Laureins
9990,Maldegem,Maldegem,Maldegem
9991,Maldegem,Maldegem,Maldegem
9991,Maldegem,Adegem,Maldegem
9991,Maldegem,Adegem,Adegem
9992,Maldegem,Maldegem,Maldegem
9992,Maldegem,Middelburg,Maldegem
9992,Maldegem,Middelburg,Middelburg
9042,Mendonk
9050,Gentbrugge
9050,Ledeberg
9051,Afsnee
9051,Sint-Denijs-Westrem
9052,Zwijnaarde
9060,Zelzate
9070,Destelbergen
9070,Heusden
9080,Beervelde
9080,Lochristi
9080,Zeveneken
9080,Zaffelare
9090,Melle
9090,Gontrode
9100,Sint-Niklaas
9100,Nieuwkerken-Waas
9111,Belsele
9112,Sinaai-Waas
9120,Melsele
9120,Kallo
9120,Vrasene
9120,Haasdonk
9130,Kallo
9130,Doel
9130,Kieldrecht
9130,Verrebroek
9140,Tielrode
9140,Steendorp
9140,Elversele
9140,Temse
9150,Bazel
9150,Kruibeke
9150,Rupelmonde
9160,Daknam
9160,Lokeren
9160,Eksaarde
9170,Meerdonk
9170,Sint-Pauwels
9170,De Klinge
9170,Sint-Gillis-Waas
9180,Moerbeke-Waas
9185,Wachtebeke
9190,Kemzeke
9190,Stekene
9200,Baasrode
9200,Mespelare
9200,Schoonaarde
9200,Sint-Gillis-Dendermonde
9200,Dendermonde
9200,Appels
9200,Oudegem
9200,Grembergen
9220,Moerzeke
9220,Hamme
9230,Wetteren
9230,Massemen
9230,Westrem
9240,Zele
9250,Waasmunster
9255,Buggenhout
9255,Opdorp
9260,Wichelen
9260,Schellebelle
9260,Serskamp
9270,Kalken
9270,Laarne
9280,Wieze
9280,Denderbelle
9280,Lebbeke
9290,Berlare
9290,Overmere
9290,Uitbergen
9300,Aalst
9308,Hofstade
9308,Gijzegem
9310,Meldert
9310,Herdersem
9310,Baardegem
9310,Moorsel
9320,Erembodegem
9320,Nieuwerkerken
9340,Wanzele
9340,Lede
9340,Impe
9340,Smetlede
9340,Oordegem
9400,Nederhasselt
9400,Appelterre-Eichem
9400,Voorde
9400,Ninove
9400,Denderwindeke
9400,Lieferinge
9400,Okegem
9401,Pollare
9402,Meerbeke
9403,Neigem
9404,Aspelare
9406,Outer
9420,Aaigem
9420,Mere
9420,Erondegem
9420,Bambrugge
9420,Ottergem
9420,Erpe-Mere
9420,Erpe
9420,Burst
9450,Denderhoutem
9450,Heldergem
9450,Haaltert
9451,Kerksken
9470,Denderleeuw
9472,Iddergem
9473,Welle
9500,Viane
9500,Geraardsbergen
9500,Nederboelare
9500,Overboelare
9500,Moerbeke
9500,Ophasselt
9500,Onkerzele
9500,Goeferdinge
9500,Zarlardinge
9506,Grimminge
9506,Nieuwenhove
9506,Schendelbeke
9506,Idegem
9506,Smeerebbe-Vloerzegem
9506,Zandbergen
9506,Waarbeke
9520,Sint-Lievens-Houtem
9520,Bavegem
9520,Vlierzele
9520,Zonnegem
9520,Oombergen
9521,Letterhoutem
9550,Hillegem
9550,Woubrechtegem
9550,Sint-Lievens-Esse
9550,Sint-Antelinks
9550,Steenhuize-Wijnhuize
9550,Herzele
9551,Ressegem
9552,Borsbeke
9570,Sint-Maria-Lierde
9570,Deftinge
9570,Lierde
9571,Hemelveerdegem
9572,Sint-Martens-Lierde
9600,Renaix
9620,Godveerdegem
9620,Grotenberge
9620,Leeuwergem
9620,Sint-Maria-Oudenhove
9620,Sint-Goriks-Oudenhove
9620,Elene
9620,Strijpen
9620,Zottegem
9620,Erwetegem
9620,Velzeke-Ruddershove
9620,Oombergen
9630,Munkzwalm
9630,Sint-Blasius-Boekel
9630,Meilegem
9630,Sint-Maria-Latem
9630,Roborst
9630,Zwalm
9630,Rozebeke
9630,Dikkele
9630,Sint-Denijs-Boekel
9630,Paulatem
9630,Beerlegem
